RTI Connext DDS Research License issued to City University of London (CULONDON02-UP) ... For non-production use only.
Expires on 01-nov-2022 See www.rti.com for more information.

Intervals One-way Latency for 100 Bytes:
Length (Bytes), Latency (us), Ave (us), Std (us), Min (us), Max (us)
           100,          451,     2774,   4781.1,      224,    32063
           100,         1423,     2751,   4744.3,      224,    32063
           100,          473,     2714,   4714.1,      224,    32063
           100,          776,     2683,   4682.3,      224,    32063
           100,         2123,     2674,   4645.5,      224,    32063
           100,          375,     2638,   4617.9,      224,    32063
           100,          764,     2609,   4588.0,      224,    32063
           100,        10498,     2728,   4654.0,      224,    32063
           100,          341,     2693,   4628.2,      224,    32063
           100,          554,     2661,   4601.3,      224,    32063
           100,         9758,     2764,   4645.9,      224,    32063
           100,          305,     2729,   4621.8,      224,    32063
           100,         2729,     2729,   4589.1,      224,    32063
           100,         1908,     2718,   4558.2,      224,    32063
           100,         1171,     2697,   4530.4,      224,    32063
           100,         2684,     2696,   4499.7,      224,    32063
           100,        43100,     3235,   6438.4,      224,    43100
           100,          444,     3198,   6403.8,      224,    43100
           100,         1205,     3172,   6366.1,      224,    43100
           100,         5554,     3203,   6330.8,      224,    43100
           100,          597,     3170,   6297.4,      224,    43100
           100,          662,     3139,   6264.1,      224,    43100
           100,         5671,     3170,   6231.6,      224,    43100
           100,          830,     3141,   6198.8,      224,    43100
           100,          475,     3109,   6168.2,      224,    43100
           100,        22694,     3342,   6488.9,      224,    43100
           100,          592,     3310,   6457.4,      224,    43100
           100,          605,     3279,   6426.3,      224,    43100
           100,        13860,     3400,   6488.1,      224,    43100
           100,          300,     3365,   6459.5,      224,    43100
           100,          609,     3334,   6429.6,      224,    43100
           100,         1129,     3310,   6398.0,      224,    43100
           100,          307,     3277,   6370.4,      224,    43100
           100,          425,     3246,   6342.6,      224,    43100
           100,         2084,     3233,   6309.6,      224,    43100
           100,          933,     3209,   6280.3,      224,    43100
           100,         1930,     3195,   6248.6,      224,    43100
           100,         3931,     3203,   6216.4,      224,    43100
           100,         1246,     3183,   6187.4,      224,    43100
           100,         2375,     3174,   6156.3,      224,    43100
           100,         3084,     3173,   6125.1,      224,    43100
           100,          700,     3149,   6099.4,      224,    43100
           100,         1608,     3133,   6071.0,      224,    43100
           100,         5624,     3158,   6046.2,      224,    43100
           100,          603,     3133,   6022.0,      224,    43100
           100,          486,     3108,   5998.5,      224,    43100
           100,        34278,     3404,   6693.6,      224,    43100
           100,         1664,     3388,   6664.1,      224,    43100
           100,         1237,     3368,   6636.1,      224,    43100
           100,         7151,     3403,   6615.3,      224,    43100
           100,          836,     3379,   6589.4,      224,    43100
           100,         1488,     3362,   6561.8,      224,    43100
           100,         4517,     3373,   6533.1,      224,    43100
           100,         8861,     3422,   6524.3,      224,    43100
           100,         1514,     3405,   6497.9,      224,    43100
           100,        11242,     3474,   6510.4,      224,    43100
           100,          451,     3447,   6488.2,      224,    43100
           100,          884,     3425,   6464.5,      224,    43100
           100,         2183,     3415,   6437.8,      224,    43100
           100,          391,     3389,   6416.5,      224,    43100
           100,         3572,     3390,   6389.5,      224,    43100
           100,         3924,     3395,   6363.0,      224,    43100
           100,         1242,     3377,   6339.6,      224,    43100
           100,         1082,     3358,   6317.0,      224,    43100
           100,        32825,     3598,   6825.1,      224,    43100
           100,          543,     3573,   6803.0,      224,    43100
           100,          998,     3553,   6779.6,      224,    43100
           100,         2974,     3548,   6752.8,      224,    43100
           100,          832,     3527,   6730.5,      224,    43100
           100,         1008,     3507,   6707.8,      224,    43100
           100,         1658,     3493,   6683.7,      224,    43100
           100,         1470,     3477,   6660.3,      224,    43100
           100,         2446,     3469,   6635.4,      224,    43100
           100,         3172,     3467,   6610.3,      224,    43100
           100,          635,     3446,   6590.0,      224,    43100
           100,          518,     3424,   6570.2,      224,    43100
           100,        10575,     3477,   6574.4,      224,    43100
           100,         1556,     3463,   6552.3,      224,    43100
           100,          397,     3440,   6533.5,      224,    43100
           100,          947,     3422,   6513.2,      224,    43100
           100,          257,     3399,   6495.3,      224,    43100
           100,         1243,     3384,   6474.6,      224,    43100
           100,        33909,     3601,   6941.5,      224,    43100
           100,          432,     3578,   6922.1,      224,    43100
           100,          167,     3554,   6903.7,      167,    43100
           100,         1406,     3539,   6882.0,      167,    43100
           100,          874,     3521,   6861.8,      167,    43100
           100,         1064,     3504,   6841.2,      167,    43100
           100,         5104,     3515,   6819.2,      167,    43100
           100,          929,     3498,   6799.4,      167,    43100
           100,          841,     3480,   6780.0,      167,    43100
           100,         2034,     3470,   6758.4,      167,    43100
           100,          595,     3451,   6740.0,      167,    43100
           100,         1195,     3436,   6720.3,      167,    43100
           100,         4042,     3440,   6698.5,      167,    43100
           100,         1341,     3427,   6678.8,      167,    43100
           100,         1331,     3413,   6659.4,      167,    43100
           100,        36778,     3627,   7152.1,      167,    43100
           100,          257,     3605,   7134.4,      167,    43100
           100,          867,     3588,   7115.1,      167,    43100
           100,         1446,     3575,   7094.7,      167,    43100
           100,         1071,     3559,   7075.2,      167,    43100
           100,          730,     3541,   7056.7,      167,    43100
           100,         8323,     3571,   7044.9,      167,    43100
           100,          515,     3552,   7027.3,      167,    43100
           100,          544,     3534,   7009.7,      167,    43100
           100,         2340,     3527,   6989.1,      167,    43100
           100,          622,     3509,   6971.6,      167,    43100
           100,          357,     3490,   6955.0,      167,    43100
           100,         3350,     3489,   6934.3,      167,    43100
           100,          921,     3474,   6916.5,      167,    43100
           100,          524,     3457,   6899.8,      167,    43100
           100,         2654,     3452,   6879.9,      167,    43100
           100,          832,     3437,   6862.8,      167,    43100
           100,          478,     3420,   6846.6,      167,    43100
           100,         2088,     3412,   6827.6,      167,    43100
           100,         1866,     3403,   6809.1,      167,    43100
           100,         1360,     3392,   6791.4,      167,    43100
           100,         2612,     3387,   6772.5,      167,    43100
           100,          803,     3373,   6756.2,      167,    43100
           100,         3670,     3375,   6737.3,      167,    43100
           100,         2555,     3370,   6718.9,      167,    43100
           100,          998,     3357,   6702.6,      167,    43100
           100,         1920,     3349,   6685.0,      167,    43100
           100,        35927,     3527,   7086.1,      167,    43100
           100,          300,     3509,   7070.8,      167,    43100
           100,         1013,     3496,   7054.0,      167,    43100
           100,         3996,     3499,   7035.1,      167,    43100
           100,          861,     3485,   7018.9,      167,    43100
           100,          546,     3469,   7003.5,      167,    43100
           100,         4254,     3473,   6985.2,      167,    43100
           100,         1336,     3462,   6968.5,      167,    43100
           100,          299,     3445,   6954.0,      167,    43100
           100,         3910,     3448,   6935.9,      167,    43100
           100,          410,     3432,   6921.4,      167,    43100
           100,          599,     3417,   6906.5,      167,    43100
           100,         2193,     3411,   6889.3,      167,    43100
           100,          943,     3398,   6874.0,      167,    43100
           100,         2430,     3394,   6856.8,      167,    43100
           100,          367,     3378,   6842.9,      167,    43100
           100,          757,     3365,   6828.2,      167,    43100
           100,          348,     3350,   6814.4,      167,    43100
           100,         9202,     3379,   6809.9,      167,    43100
           100,          425,     3364,   6796.2,      167,    43100
           100,         1025,     3353,   6781.4,      167,    43100
           100,          280,     3338,   6768.2,      167,    43100
           100,          484,     3324,   6754.6,      167,    43100
           100,         3521,     3325,   6738.2,      167,    43100
           100,         1321,     3315,   6723.3,      167,    43100
           100,         1017,     3304,   6709.0,      167,    43100
           100,         1337,     3295,   6694.3,      167,    43100
           100,         1520,     3286,   6679.5,      167,    43100
           100,          928,     3275,   6665.6,      167,    43100
           100,         1895,     3269,   6650.5,      167,    43100
           100,         1867,     3262,   6635.6,      167,    43100
           100,         1423,     3253,   6621.3,      167,    43100
           100,         2507,     3250,   6606.0,      167,    43100
           100,         2600,     3247,   6590.9,      167,    43100
           100,         1334,     3238,   6576.9,      167,    43100
           100,         1398,     3230,   6563.0,      167,    43100
           100,         1362,     3221,   6549.2,      167,    43100
           100,         1138,     3212,   6535.8,      167,    43100
           100,         1792,     3205,   6521.7,      167,    43100
           100,         2277,     3201,   6507.3,      167,    43100
           100,          676,     3190,   6494.9,      167,    43100
           100,         1099,     3180,   6481.9,      167,    43100
           100,         2315,     3177,   6467.7,      167,    43100
           100,          227,     3164,   6456.4,      167,    43100
           100,         3786,     3166,   6442.3,      167,    43100
           100,         2070,     3162,   6428.5,      167,    43100
           100,          474,     3150,   6416.9,      167,    43100
           100,         4352,     3155,   6403.4,      167,    43100
           100,         1998,     3150,   6390.0,      167,    43100
           100,          433,     3138,   6378.7,      167,    43100
           100,          808,     3128,   6366.8,      167,    43100
           100,         3394,     3129,   6353.2,      167,    43100
           100,         1434,     3122,   6340.7,      167,    43100
           100,          492,     3111,   6329.5,      167,    43100
           100,         3895,     3114,   6316.4,      167,    43100
           100,         1829,     3109,   6303.6,      167,    43100
           100,          467,     3098,   6292.7,      167,    43100
           100,         2449,     3095,   6279.8,      167,    43100
           100,         1213,     3087,   6267.9,      167,    43100
           100,         2125,     3083,   6255.2,      167,    43100
           100,        32488,     3204,   6520.0,      167,    43100
           100,         1526,     3198,   6507.5,      167,    43100
           100,          655,     3187,   6496.2,      167,    43100
           100,         3272,     3188,   6483.0,      167,    43100
           100,          498,     3177,   6472.1,      167,    43100
           100,          928,     3168,   6460.6,      167,    43100
           100,         1544,     3161,   6448.5,      167,    43100
           100,          799,     3152,   6437.3,      167,    43100
           100,         2448,     3149,   6424.6,      167,    43100
           100,         2228,     3145,   6412.1,      167,    43100
           100,         1018,     3137,   6400.8,      167,    43100
           100,          997,     3128,   6389.6,      167,    43100
           100,         2720,     3127,   6377.1,      167,    43100
           100,          539,     3117,   6366.7,      167,    43100
           100,          403,     3106,   6356.5,      167,    43100
           100,         3083,     3106,   6344.2,      167,    43100
           100,          267,     3095,   6334.4,      167,    43100
           100,         1570,     3089,   6322.9,      167,    43100
           100,         3355,     3090,   6310.8,      167,    43100
           100,          370,     3080,   6301.0,      167,    43100
           100,          792,     3071,   6290.6,      167,    43100
           100,         2214,     3068,   6278.9,      167,    43100
           100,         1775,     3063,   6267.5,      167,    43100
           100,         3185,     3063,   6255.7,      167,    43100
           100,          830,     3055,   6245.5,      167,    43100
           100,         1331,     3049,   6234.7,      167,    43100
           100,          774,     3040,   6224.6,      167,    43100
           100,         1980,     3036,   6213.4,      167,    43100
           100,          795,     3028,   6203.5,      167,    43100
           100,          480,     3019,   6194.0,      167,    43100
           100,         1873,     3014,   6183.0,      167,    43100
           100,         1465,     3009,   6172.4,      167,    43100
           100,         2917,     3008,   6161.2,      167,    43100
           100,         5671,     3018,   6152.1,      167,    43100
           100,          497,     3009,   6142.8,      167,    43100
           100,         1327,     3003,   6132.6,      167,    43100
           100,         1741,     2998,   6122.1,      167,    43100
           100,          818,     2991,   6112.5,      167,    43100
           100,         4317,     2995,   6102.1,      167,    43100
           100,         1050,     2988,   6092.4,      167,    43100
           100,         1094,     2982,   6082.7,      167,    43100
           100,         2940,     2982,   6072.0,      167,    43100
           100,         2367,     2979,   6061.4,      167,    43100
           100,          126,     2969,   6053.1,      126,    43100
           100,         1899,     2966,   6042.9,      126,    43100
           100,         2223,     2963,   6032.6,      126,    43100
           100,          447,     2954,   6023.9,      126,    43100
           100,         1037,     2948,   6014.6,      126,    43100
           100,         1003,     2941,   6005.3,      126,    43100
           100,          702,     2933,   5996.5,      126,    43100
           100,          689,     2926,   5987.6,      126,    43100
           100,         4384,     2931,   5978.1,      126,    43100
           100,          524,     2923,   5969.6,      126,    43100
           100,          559,     2915,   5961.0,      126,    43100
           100,         3527,     2917,   5951.1,      126,    43100
           100,          963,     2910,   5942.2,      126,    43100
           100,         1429,     2905,   5932.9,      126,    43100
           100,         7416,     2920,   5928.7,      126,    43100
           100,         1122,     2914,   5919.7,      126,    43100
           100,          371,     2906,   5911.7,      126,    43100
           100,         5005,     2913,   5903.2,      126,    43100
           100,         1713,     2909,   5893.9,      126,    43100
           100,         2043,     2906,   5884.4,      126,    43100
           100,         1395,     2901,   5875.4,      126,    43100
           100,          256,     2892,   5867.8,      126,    43100
           100,          937,     2886,   5859.3,      126,    43100
           100,         1609,     2882,   5850.2,      126,    43100
           100,          958,     2876,   5841.8,      126,    43100
           100,         1970,     2873,   5832.6,      126,    43100
           100,         1500,     2868,   5823.8,      126,    43100
           100,          670,     2861,   5815.8,      126,    43100
           100,          475,     2854,   5808.1,      126,    43100
           100,         3238,     2855,   5798.9,      126,    43100
           100,         1361,     2850,   5790.4,      126,    43100
           100,          698,     2843,   5782.5,      126,    43100
           100,         5475,     2852,   5775.3,      126,    43100
           100,          233,     2844,   5768.0,      126,    43100
           100,         3559,     2846,   5759.2,      126,    43100
           100,         2608,     2845,   5750.2,      126,    43100
           100,         1212,     2840,   5742.0,      126,    43100
           100,         3099,     2841,   5733.1,      126,    43100
           100,        29361,     2923,   5910.3,      126,    43100
           100,          742,     2916,   5902.4,      126,    43100
           100,          947,     2910,   5894.3,      126,    43100
           100,          415,     2902,   5886.9,      126,    43100
           100,          758,     2896,   5879.1,      126,    43100
           100,        32105,     2984,   6086.4,      126,    43100
           100,         2690,     2984,   6077.2,      126,    43100
           100,          742,     2977,   6069.3,      126,    43100
           100,         1100,     2971,   6061.0,      126,    43100
           100,         1336,     2966,   6052.6,      126,    43100
           100,          477,     2959,   6045.0,      126,    43100
           100,         6205,     2968,   6038.6,      126,    43100
           100,         3204,     2969,   6029.6,      126,    43100
           100,          970,     2963,   6021.6,      126,    43100
           100,         3060,     2964,   6012.7,      126,    43100
           100,         5248,     2970,   6005.1,      126,    43100
           100,          926,     2964,   5997.3,      126,    43100
           100,         1001,     2959,   5989.5,      126,    43100
           100,         2206,     2956,   5980.8,      126,    43100
           100,          716,     2950,   5973.3,      126,    43100
           100,         1445,     2945,   5965.2,      126,    43100
           100,        10671,     2968,   5971.0,      126,    43100
           100,          677,     2961,   5963.6,      126,    43100
           100,         5873,     2970,   5957.1,      126,    43100
           100,         4516,     2974,   5949.1,      126,    43100
           100,         1115,     2969,   5941.4,      126,    43100
           100,          616,     2962,   5934.2,      126,    43100
           100,         1705,     2958,   5926.2,      126,    43100
           100,         1674,     2955,   5918.1,      126,    43100
           100,         2125,     2952,   5909.9,      126,    43100
           100,         2501,     2951,   5901.6,      126,    43100
           100,          486,     2944,   5894.7,      126,    43100
           100,          821,     2938,   5887.5,      126,    43100
           100,         1068,     2933,   5880.1,      126,    43100
           100,         1113,     2928,   5872.7,      126,    43100
           100,          559,     2921,   5865.8,      126,    43100
           100,        33124,     3005,   6069.5,      126,    43100
           100,          450,     2998,   6062.6,      126,    43100
           100,          806,     2992,   6055.3,      126,    43100
           100,        34771,     3080,   6272.2,      126,    43100
           100,          724,     3073,   6264.8,      126,    43100
           100,         1290,     3068,   6256.9,      126,    43100
           100,        10994,     3090,   6262.0,      126,    43100
           100,          404,     3083,   6255.0,      126,    43100
           100,          377,     3075,   6248.1,      126,    43100
           100,         2233,     3073,   6239.8,      126,    43100
           100,         1068,     3068,   6232.2,      126,    43100
           100,         2922,     3067,   6223.8,      126,    43100
           100,        19056,     3110,   6270.3,      126,    43100
           100,          296,     3103,   6263.6,      126,    43100
           100,         3373,     3103,   6255.3,      126,    43100
           100,         3674,     3105,   6247.0,      126,    43100
           100,          592,     3098,   6240.0,      126,    43100
           100,          443,     3091,   6233.2,      126,    43100
           100,         2924,     3091,   6225.0,      126,    43100
           100,          783,     3085,   6217.9,      126,    43100
           100,         2844,     3084,   6209.7,      126,    43100
           100,        33736,     3164,   6396.8,      126,    43100
           100,          679,     3158,   6389.7,      126,    43100
           100,         1304,     3153,   6382.0,      126,    43100
           100,         2866,     3152,   6373.7,      126,    43100
           100,          448,     3145,   6366.9,      126,    43100
           100,         2004,     3142,   6358.9,      126,    43100
           100,         1238,     3137,   6351.5,      126,    43100
           100,         3685,     3139,   6343.3,      126,    43100
           100,          966,     3133,   6336.1,      126,    43100
           100,         1249,     3128,   6328.7,      126,    43100
           100,         1760,     3125,   6321.0,      126,    43100
           100,         1071,     3120,   6313.8,      126,    43100
           100,         3802,     3121,   6305.8,      126,    43100
           100,         1082,     3116,   6298.7,      126,    43100
           100,          961,     3111,   6291.6,      126,    43100
           100,         5855,     3118,   6285.2,      126,    43100
           100,          415,     3111,   6278.7,      126,    43100
           100,         3048,     3111,   6270.8,      126,    43100
           100,         3266,     3111,   6263.0,      126,    43100
           100,          652,     3105,   6256.3,      126,    43100
           100,         4286,     3108,   6248.8,      126,    43100
           100,         2084,     3105,   6241.2,      126,    43100
           100,          898,     3100,   6234.5,      126,    43100
           100,         1479,     3096,   6227.3,      126,    43100
           100,         2636,     3095,   6219.6,      126,    43100
           100,          830,     3089,   6213.0,      126,    43100
           100,         1164,     3084,   6206.0,      126,    43100
           100,         4036,     3087,   6198.6,      126,    43100
           100,          582,     3081,   6192.3,      126,    43100
           100,        32028,     3151,   6347.4,      126,    43100
           100,          736,     3145,   6340.8,      126,    43100
           100,          573,     3139,   6334.4,      126,    43100
           100,         1416,     3135,   6327.2,      126,    43100
           100,         2132,     3132,   6319.8,      126,    43100
           100,         1441,     3128,   6312.7,      126,    43100
           100,         1431,     3124,   6305.7,      126,    43100
           100,         4664,     3128,   6298.6,      126,    43100
           100,          631,     3122,   6292.2,      126,    43100
           100,          587,     3116,   6285.9,      126,    43100
           100,          919,     3111,   6279.3,      126,    43100
           100,          442,     3104,   6273.2,      126,    43100
           100,         1541,     3101,   6266.2,      126,    43100
           100,         9815,     3117,   6267.3,      126,    43100
           100,          418,     3110,   6261.3,      126,    43100
           100,         1646,     3107,   6254.3,      126,    43100
           100,         3215,     3107,   6247.0,      126,    43100
           100,          631,     3101,   6240.8,      126,    43100
           100,         2968,     3101,   6233.5,      126,    43100
           100,        13832,     3126,   6247.7,      126,    43100
           100,          631,     3120,   6241.6,      126,    43100
           100,         1771,     3117,   6234.7,      126,    43100
           100,         2996,     3117,   6227.5,      126,    43100
           100,          819,     3111,   6221.3,      126,    43100
           100,         1069,     3107,   6214.9,      126,    43100
           100,         1966,     3104,   6208.0,      126,    43100
           100,          721,     3099,   6201.9,      126,    43100
           100,         5310,     3104,   6195.7,      126,    43100
           100,         1652,     3100,   6189.0,      126,    43100
           100,         1094,     3096,   6182.7,      126,    43100
           100,         1365,     3092,   6176.2,      126,    43100
           100,        12613,     3113,   6185.8,      126,    43100
           100,          568,     3108,   6180.0,      126,    43100
           100,        10644,     3125,   6183.3,      126,    43100
           100,         3261,     3125,   6176.4,      126,    43100
           100,         1577,     3122,   6169.9,      126,    43100
           100,          829,     3116,   6163.9,      126,    43100
           100,         3819,     3118,   6157.1,      126,    43100
           100,          275,     3112,   6151.7,      126,    43100
           100,         4164,     3114,   6145.0,      126,    43100
           100,          743,     3109,   6139.2,      126,    43100
           100,          857,     3104,   6133.3,      126,    43100
           100,          196,     3097,   6128.1,      126,    43100
           100,         3018,     3097,   6121.3,      126,    43100
           100,          436,     3091,   6115.8,      126,    43100
           100,         2507,     3090,   6109.2,      126,    43100
           100,         1532,     3087,   6102.9,      126,    43100
           100,          524,     3081,   6097.4,      126,    43100
           100,          907,     3076,   6091.6,      126,    43100
           100,         2083,     3074,   6085.1,      126,    43100
           100,         1093,     3070,   6079.2,      126,    43100
           100,          736,     3065,   6073.6,      126,    43100
           100,          809,     3060,   6067.9,      126,    43100
           100,         1034,     3055,   6062.1,      126,    43100
           100,         1212,     3051,   6056.1,      126,    43100
           100,         7652,     3061,   6053.4,      126,    43100
           100,          468,     3056,   6048.1,      126,    43100
           100,         1764,     3053,   6041.9,      126,    43100
           100,          533,     3048,   6036.5,      126,    43100
           100,          413,     3042,   6031.3,      126,    43100
           100,         4688,     3045,   6025.4,      126,    43100
           100,         4083,     3048,   6019.2,      126,    43100
           100,          686,     3043,   6013.8,      126,    43100
           100,         1435,     3039,   6007.9,      126,    43100
           100,         3839,     3041,   6001.6,      126,    43100
           100,          612,     3036,   5996.4,      126,    43100
           100,         2367,     3034,   5990.1,      126,    43100
           100,         2055,     3032,   5984.0,      126,    43100
           100,          651,     3027,   5978.7,      126,    43100
           100,         5088,     3032,   5973.2,      126,    43100
           100,         2132,     3030,   5967.2,      126,    43100
           100,          398,     3024,   5962.2,      126,    43100
           100,          751,     3020,   5956.9,      126,    43100
           100,         2221,     3018,   5950.8,      126,    43100
           100,          427,     3013,   5945.8,      126,    43100
           100,          664,     3008,   5940.6,      126,    43100
           100,         4456,     3011,   5934.9,      126,    43100
           100,          583,     3006,   5929.8,      126,    43100
           100,          398,     3000,   5924.9,      126,    43100
           100,         2861,     3000,   5918.8,      126,    43100
           100,         1000,     2996,   5913.5,      126,    43100
           100,         1745,     2994,   5907.7,      126,    43100
           100,         2083,     2992,   5901.9,      126,    43100
           100,          436,     2987,   5897.0,      126,    43100
           100,         4303,     2989,   5891.3,      126,    43100
           100,         3391,     2990,   5885.4,      126,    43100
           100,          270,     2985,   5880.7,      126,    43100
           100,          763,     2980,   5875.7,      126,    43100
           100,         2881,     2980,   5869.8,      126,    43100
           100,         1249,     2976,   5864.4,      126,    43100
           100,         2680,     2976,   5858.5,      126,    43100
           100,         2528,     2975,   5852.7,      126,    43100
           100,          714,     2970,   5847.8,      126,    43100
           100,          936,     2966,   5842.6,      126,    43100
           100,        34119,     3028,   5999.2,      126,    43100
           100,          345,     3023,   5994.4,      126,    43100
           100,          393,     3018,   5989.7,      126,    43100
           100,         3387,     3018,   5983.8,      126,    43100
           100,          446,     3013,   5979.0,      126,    43100
           100,          648,     3009,   5974.0,      126,    43100
           100,         2729,     3008,   5968.2,      126,    43100
           100,         2008,     3006,   5962.5,      126,    43100
           100,         4436,     3009,   5957.0,      126,    43100
           100,         1413,     3006,   5951.6,      126,    43100
           100,         1384,     3003,   5946.2,      126,    43100
           100,          642,     2998,   5941.4,      126,    43100
           100,         4883,     3002,   5936.2,      126,    43100
           100,          288,     2996,   5931.6,      126,    43100
           100,         1556,     2994,   5926.3,      126,    43100
           100,          679,     2989,   5921.4,      126,    43100
           100,          841,     2985,   5916.5,      126,    43100
           100,        31601,     3040,   6042.0,      126,    43100
           100,         1446,     3037,   6036.6,      126,    43100
           100,          815,     3033,   6031.6,      126,    43100
           100,         2627,     3032,   6025.9,      126,    43100
           100,          941,     3028,   6020.9,      126,    43100
           100,          328,     3023,   6016.3,      126,    43100
           100,         1835,     3021,   6010.8,      126,    43100
           100,         4106,     3023,   6005.3,      126,    43100
           100,          991,     3019,   6000.3,      126,    43100
           100,         1755,     3016,   5994.8,      126,    43100
           100,         1707,     3014,   5989.5,      126,    43100
           100,          782,     3010,   5984.6,      126,    43100
           100,          703,     3005,   5979.8,      126,    43100
           100,         1438,     3003,   5974.6,      126,    43100
           100,          778,     2998,   5969.8,      126,    43100
           100,         3203,     2999,   5964.2,      126,    43100
           100,         1334,     2996,   5959.1,      126,    43100
           100,         1277,     2992,   5954.0,      126,    43100
           100,          891,     2989,   5949.2,      126,    43100
           100,          448,     2984,   5944.7,      126,    43100
           100,          365,     2979,   5940.3,      126,    43100
           100,         4442,     2982,   5935.1,      126,    43100
           100,         4650,     2985,   5930.1,      126,    43100
           100,         1081,     2981,   5925.2,      126,    43100
           100,          958,     2978,   5920.4,      126,    43100
           100,         3867,     2979,   5915.1,      126,    43100
           100,          554,     2975,   5910.6,      126,    43100
           100,          449,     2970,   5906.2,      126,    43100
           100,         3702,     2971,   5900.9,      126,    43100
           100,         1528,     2969,   5895.8,      126,    43100
           100,         1086,     2965,   5891.0,      126,    43100
           100,         3318,     2966,   5885.7,      126,    43100
           100,          661,     2962,   5881.2,      126,    43100
           100,          452,     2957,   5876.8,      126,    43100
           100,         2582,     2957,   5871.6,      126,    43100
           100,         1131,     2953,   5866.8,      126,    43100
           100,         1518,     2951,   5861.8,      126,    43100
           100,         3322,     2952,   5856.6,      126,    43100
           100,          967,     2948,   5852.0,      126,    43100
           100,          593,     2944,   5847.6,      126,    43100
           100,         3809,     2945,   5842.5,      126,    43100
           100,          683,     2941,   5838.1,      126,    43100
           100,         2522,     2941,   5832.9,      126,    43100
           100,         3790,     2942,   5827.8,      126,    43100
           100,          554,     2938,   5823.5,      126,    43100
           100,         1937,     2936,   5818.5,      126,    43100
           100,         3493,     2937,   5813.5,      126,    43100
           100,          428,     2933,   5809.3,      126,    43100
           100,          418,     2928,   5805.1,      126,    43100
           100,         1459,     2926,   5800.4,      126,    43100
           100,          490,     2921,   5796.2,      126,    43100
           100,         1122,     2918,   5791.6,      126,    43100
           100,         1292,     2915,   5786.9,      126,    43100
           100,         1170,     2912,   5782.4,      126,    43100
           100,          745,     2909,   5778.0,      126,    43100
           100,          373,     2904,   5774.0,      126,    43100
           100,          144,     2899,   5770.1,      126,    43100
           100,          368,     2895,   5766.1,      126,    43100
           100,         2925,     2895,   5761.1,      126,    43100
           100,          851,     2892,   5756.8,      126,    43100
           100,         2169,     2890,   5751.9,      126,    43100
           100,         3275,     2891,   5747.0,      126,    43100
           100,          687,     2887,   5742.7,      126,    43100
           100,         1877,     2885,   5738.0,      126,    43100
